Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Tunisia,TUN,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,505697,495905,471547,..,580576,..,..,..,..,..
Turkey,TUR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,95.54082,94.58218,93.21474,92.83929,94.16511,94.27865,93.76568,94.52416,..,..
Turkey,TUR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,96.86511,95.81886,94.36469,94.0032,95.23614,95.1744,94.51123,95.21518,..,..
Turkey,TUR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,74.47276,76.39643,78.84347,78.49758,81.13266,..,..
Turkey,TUR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,96.21583,95.21277,93.8012,93.43299,94.71143,94.73559,94.14611,94.8769,..,..
Turkey,TUR,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,72.38135,75.0661,78.02988,78.30697,79.85439,..,..
Turkey,TUR,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,76.49698,77.68249,79.62886,78.68127,82.36229,..,..
Turkey,TUR,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,87.82235,89.99014,91.31368,95.05247,96.91963,95.02745,89.43703,..,..,..
Turkey,TUR,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,87.56013,89.90033,91.25199,94.67827,96.60372,94.95897,89.53985,..,..,..
Turkey,TUR,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,88.07418,90.07633,91.37289,95.41169,97.22297,95.0932,89.33838,..,..,..
Turkey,TUR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,82.42462,83.28339,83.68964,83.92283,84.28201,84.54857,84.76702,..,..,..
Turkey,TUR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,3939672,3226747,2835941,2700543,2650077,2606768,2318975,..,..,..
Turkey,TUR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,3247259,2687344,2373389,2266372,2233538,2203985,1965726,..,..,..
Turkey,TUR,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,89.40075,89.22542,90.29307,92.27601,90.82651,88.54151,86.84934,89.20126,..,..
Turkey,TUR,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,87.81554,87.76888,89.5584,91.62138,90.19646,87.95498,86.36382,88.54625,..,..
Turkey,TUR,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,90.93189,90.63065,91.00137,92.90643,91.43282,89.10547,87.31572,89.8297,..,..
Turkey,TUR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,692412,539403,462552,434171,416539,402783,353249,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,62.84674,..,..,..,..,..
Turkmenistan,TKM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,12472,..,..,..,..,..
Turkmenistan,TKM,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,7838,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,4634,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,90.0838,92.94606,84.26813,..,..,..
Tuvalu,TUV,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,92.12598,96.35417,91.32124,..,..,..
Tuvalu,TUV,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,40.86538,..,40.71207,..,51.71386,..
Tuvalu,TUV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,91.13667,94.70154,87.89088,..,..,..
Tuvalu,TUV,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,50.98039,..,45.56962,..,62.80488,..
Tuvalu,TUV,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,31.13208,..,36.06061,..,41.10787,..
Tuvalu,TUV,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,81.81818,..,69.62567,..,77.21124,..
Tuvalu,TUV,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,85,..,74.72527,..,77.08779,..
Tuvalu,TUV,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,78.78788,..,64.79167,..,77.32794,..
Tuvalu,TUV,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,92.59125,95.82091,..,97.07431,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,90.65686,93.73055,..,94.2301,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,91.62249,94.77248,..,95.64356,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,70.33782,72.07361,..,71.17053,..,..,..,..,..,..
Uganda,UGA,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,72.13682,73.52028,..,72.73823,..,..,..,..,..,..
Uganda,UGA,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,68.56402,70.64846,..,69.62811,..,..,..,..,..,..
Uganda,UGA,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,67.99274,..,65.44798,..,..,..,..,..,..,..
Uganda,UGA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,4571846,..,5490720,..,..,..,..,..,..,..
Uganda,UGA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,3108524,..,3593566,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,1463322,..,1897155,..,..,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,91.08331,93.47101,94.40563,94.60269,92.9884,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,90.53871,92.31717,92.89629,92.93466,91.05204,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,66.04109,73.70456,78.11279,..,78.39261,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,90.80368,92.87756,93.62884,93.74377,91.99105,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,67.88132,75.31697,79.83548,..,79.97124,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,64.29082,72.17118,76.47149,..,76.88668,..,..,..,..,..
Ukraine,UKR,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,75.80324,77.15187,71.69432,72.26399,67.96795,..,..,..,..,..
Ukraine,UKR,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,76.25429,77.67866,72.24419,73.01227,68.61987,..,..,..,..,..
Ukraine,UKR,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,75.37752,76.6561,71.17673,71.55935,67.35381,..,..,..,..,..
Ukraine,UKR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,89.29815,..,..,..,..,..,..,..
Ukraine,UKR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,9938,..,..,..,..,..,..,..
Ukraine,UKR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,8874,..,..,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,89.03073,88.85423,88.29022,88.68659,90.0797,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,89.11234,88.89713,88.40854,88.82227,90.45037,..,..,..,..,..
Ukraine,UKR,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,88.95289,88.81333,88.17748,88.55761,89.72852,..,..,..,..,..
Ukraine,UKR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,1064,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,94.53711,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,92.02999,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,74.21175,78.5787,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,93.23711,..,97.65242,99.89207,99.40189,..,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,73.97256,73.26589,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,74.45665,83.43097,..,..
United Arab Emirates,ARE,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,94.23318,90.8658,..,83.99889,..,..,..,..
United Arab Emirates,ARE,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,95.11859,91.81642,..,85.18923,..,..,..,..
United Arab Emirates,ARE,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,93.40175,89.9766,..,82.86678,..,..,..,..
United Arab Emirates,ARE,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,91.37511,94.19889,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,91.1286,94.46557,..,..
United Arab Emirates,ARE,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,91.61238,93.93748,..,..
United Arab Emirates,ARE,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,98.17527,98.18225,98.34373,99.60107,..,..,99.56731,99.42539,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,98.21677,98.09179,98.39444,99.84246,..,..,99.73306,99.70747,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,88.80205,92.37685,92.90999,91.88549,87.69412,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,98.19652,98.13593,98.36969,99.72458,99.89948,99.93433,99.65208,99.56963,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,90.38197,94.046,94.49615,93.01253,89.14859,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,87.29158,90.77981,91.39185,90.80697,86.30167,..,..
United Kingdom,GBR,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,98.76206,98.50968,99.26733,99.65583,99.95841,97.02556,97.4598,..,..,..
United Kingdom,GBR,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,98.88461,98.67306,99.2698,99.2955,100,97.08173,97.41214,..,..,..
United Kingdom,GBR,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,98.64524,98.3538,99.26497,100,99.91867,96.9719,97.50532,..,..,..
United Kingdom,GBR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,97.86438,96.3071,91.79289,94.31748,94.17212,95.71605,..,97.41376,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,98.07877,96.62912,91.79378,94.29498,94.10214,95.64998,..,97.28989,..,..
United Kingdom,GBR,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,97.66006,96.00023,91.79205,94.33895,94.2389,95.77909,..,97.53205,..,..
United Kingdom,GBR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,97.68334,96.93143,97.00534,97.27516,98.29023,98.08262,99.56904,95.51193,..,..
United States,USA,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,97.58749,95.8711,97.51406,97.73349,97.67179,98.30105,99.70812,95.60171,..,..
United States,USA,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,79.30654,80.49462,81.94883,83.2166,83.48985,..,..
United States,USA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,97.63436,96.38975,97.26517,97.50924,97.97434,98.19414,99.64003,95.55776,..,..
United States,USA,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,81.40516,83.12118,84.47155,85.35429,85.15784,..,..
United States,USA,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,77.30801,77.98797,79.53756,81.17312,81.89399,..,..
United States,USA,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,81.36571,82.80451,77.32938,76.4386,78.4074,77.30823,77.25349,..,..,..
United States,USA,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,81.53993,85.06985,77.42968,77.82867,79.78172,80.33032,78.24632,..,..,..
United States,USA,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,81.19871,80.63279,77.23342,75.10995,77.09097,74.41206,76.29962,..,..,..
United States,USA,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,87.34013,88.08089,88.14207,87.36001,87.05644,88.4192,88.55952,88.23282,..,..
United States,USA,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,89.37175,88.9282,89.85577,88.34957,89.06586,90.16245,88.70568,89.42543,..,..
United States,USA,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,85.40242,87.27129,86.50509,86.41543,85.13625,86.7475,88.41911,87.08706,..,..
United States,USA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,96.16769,96.11439,96.13809,96.0878,96.18495,96.33395,96.33224,96.28835,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,96.35796,96.34844,96.29571,96.19245,96.2727,96.4693,96.40116,96.33132,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,96.26702,96.23671,96.2206,96.1426,96.23091,96.40489,96.36839,96.31088,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,93.81662,93.68846,93.21907,92.1264,91.92,92.10927,91.97075,91.79544,..,..
Upper middle income,UMC,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,94.06602,93.86689,93.37312,92.26024,92.00672,92.42266,92.20197,92.00897,..,..
Upper middle income,UMC,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,93.58784,93.52466,93.07877,92.00437,91.84116,91.82575,91.76101,91.60644,..,..
Upper middle income,UMC,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,66.07514,65.94843,65.85251,65.87489,65.78046,65.71889,65.66793,..,..,..
Upper middle income,UMC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,119974133,115021711,113350488,113175929,110048180,106368599,103629177,..,..,..
Upper middle income,UMC,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,79273073,75855013,74644140,74554524,72390196,69904258,68051133,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,40701061,39166699,38706348,38621405,37657984,36464341,35578044,..,..,..
Uruguay,URY,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,96.89437,..,..,..,..,..
Uruguay,URY,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,96.95663,..,..,..,..,..
Uruguay,URY,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,47.39999,56.28286,57.29066,61.03107,..,..
Uruguay,URY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,99.8448,..,..,99.78567,96.9262,99.92276,99.91235,..,..,..
Uruguay,URY,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,51.67986,62.07948,63.25527,66.91511,..,..
Uruguay,URY,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,43.27289,50.69893,51.54936,55.37387,..,..
Uruguay,URY,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,85.91479,..,..,91.85574,91.40792,93.1299,94.53197,..,..,..
Uruguay,URY,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,85.98872,..,..,92.08687,91.61339,92.90813,94.6257,..,..,..
Uruguay,URY,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,85.844,..,..,91.63486,91.21169,93.34162,94.44243,..,..,..
Uruguay,URY,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,41.20145,43.65328,43.91277,43.80966,40.01591,40.30104,41.97627,39.27433,..,..
Uruguay,URY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,50380,43776,42459,43573,41900,39784,39022,37745,..,..
Uruguay,URY,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,20757,19110,18645,19089,16767,16033,16380,14824,..,..
Uruguay,URY,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,71.03543,84.04672,86.72131,88.98758,..,..
Uruguay,URY,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,73.6338,86.70877,89.52113,91.43272,..,..
Uruguay,URY,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,68.53854,81.49281,84.03758,86.64598,..,..
Uruguay,URY,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,29622,24667,23814,24484,25133,23751,22642,22921,..,..
Uzbekistan,UZB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,91.11212,91.80225,93.44584,94.82361,96.15187,..,..,..,..,..
